addr,assessVal,assessYear,baseExAmt,baseTaxAmt,lienAmt,block,lot,ward,ownerOcc,vacant,sqft,zoneCode,winBidAmt,winPremium,winAmtDue,winBidder,winBusinessNum
**NWS 10 FT ALLEY 1ST NW OF WILKENS AV 3140-44 WILKE,6300.0,2012,0.0,6300.0,9086.74,2113,065,20,0,0,3187.75,M-1-2,9100.0,2.0,9088.74,GAUVIN FRERES,271.0
**NWS 10 FT ALLEY 1ST NW OF WILKENS AVE REAR 3160-66,16500.0,2012,0.0,16500.0,4620.2,2113,066,20,0,0,7980.0,M-1-2,,,,,
**NWS 10 FT ALLEY 1ST NW WILKENS AVE REAR 3118/38 WI,16600.0,2012,0.0,16600.0,16036.75,2113,064,20,0,0,9193.04,M-1-2,,,,,
**NWS 14 FT LA 1ST NW OF EUGENE AV KNOWN AS 3801 SOU,100.0,2012,100.0,0.0,313.28,5864N,001A,27,0,0,,R-5,313.28,0.0,313.28,,151.0
**NWS 14 FT RD 1ST NW OF PROCTMAN AV 228 FT NE OF BO,100.0,2012,100.0,0.0,313.28,6200,019,26,0,0,,R-6,313.28,0.0,313.28,,151.0
**NWS 15 FT ALLEY 1ST NW OF WOODSTOCK AV REAR 3400 W,1400.0,2012,0.0,1400.0,351.88,4149B,077F,8,0,0,1495.83,R-3,,,,,
**NWS 15 FT ALLEY 1ST NW OF WOODSTOCK AV 120 FT NE O,500.0,2012,0.0,500.0,313.28,4149B,072,8,0,0,500.0,R-3,,,,,
**NWS 18 FT ALLEY 1ST NW LEIGHTON AV 240-10 FT SW OF,1300.0,2012,0.0,1300.0,315.53,3264,081,15,0,0,183.33,R-6,,,,,
**NWS 30 FT DRIVEWAY 1ST SE OF PEN LUCY RD 90-4 FT S,100.0,2012,0.0,100.0,324.54,8102N,034,28,0,0,160.0,R-6,,,,,
**NWS 30 FT DRWY 1ST SE OF PEN LUCY RD 74-4 FT SW OF,100.0,2012,0.0,100.0,442.77,8102N,036,28,0,0,160.0,R-6,,,,,
**R.R. RIGHT OF WAY,0.0,2012,0.0,0.0,768.86,PSC0,050,50,0,0,,B-5-2,,,,,
**REAR - SES HARFORD RD REAR 5011 HARFORD RD,4200.0,2012,0.0,4200.0,1529.9,5804,030A,27,0,0,,R-4,,,,,
**REAR ES ALTON AV 27-9 FT N OF MONROE CIRCLE,1400.0,2012,0.0,1400.0,1592.14,7258,044,25,0,0,480.0,R-6,,,,,
**REAR ES ALTON AV 57-9FT N OF MONROE CIRCLE,1400.0,2012,0.0,1400.0,1265.03,7258,045,25,0,0,480.0,R-6,,,,,
**REAR ES PILGRIM RD REAR 5003-07 PILGRIM RD,8300.0,2012,0.0,8300.0,4287.13,5370A,087,27,0,0,,R-3,,,,,
**REAR ES RANNY RD 5719-27 RANNY RD REAR,23100.0,2012,0.0,23100.0,9561.99,4673,063,27,0,0,8733.0,R-1-B,,,,,
**REAR NES DELBERT AVE REAR 1223-31 DELBERT AVE,5400.0,2012,0.0,5400.0,1943.87,6732,162,26,0,0,,R-6,,,,,
**REAR NS CLARINDA AV REAR 3212 CLARINDA AV,400.0,2012,0.0,400.0,373.57,7703K,020A,25,0,0,,R-4,,,,,
**REAR NS FEDERAL ST REAR 3006 FEDERAL ST,0.0,2012,0.0,0.0,595.58,1476F,004A,8,0,0,267.22,R-6,700.0,20.0,615.58,CONSTRUCTION FINANCE COMPANY LLC,160.0
**REAR OF WS RANNY RD 5714-26 RANNY RD REAR,16000.0,2012,0.0,16000.0,2512.7,4673A,063,27,0,0,,R-1,,,,,
**REAR S.S.-PIMLICO RD REAR 5862 PIMLICO RD,100.0,2012,0.0,100.0,313.28,4493,130A,27,0,0,,R-1,,,,,
**REAR SS BOSTON ST REAR 2361-73 BOSTON ST,14500.0,2012,0.0,14500.0,1362.4,1902C,044,1,0,0,,R-8,1500.0,0.0,1362.4,,60.0
**REAR SS LANCASTER ST REAR 1529-35 LACASTER ST,3200.0,2012,0.0,3200.0,313.28,1818,103,3,0,0,539.0,R-8,313.28,0.0,313.28,,151.0
**REAR SS O'DONNELL ST REAR 5500 O'DONNELL ST,100.0,2012,100.0,0.0,313.28,6694,005A,26,0,0,,R-6,324.0,2.0,315.28,CONSTRUCTION FINANCE COMPANY LLC,160.0
**REAR SS RADECKE AV REAR 5521 RADECKE 0000,14800.0,2012,0.0,14800.0,2674.62,6044,073A,26,0,0,,R-5,,,,,
**REAR SS S PACA ST REAR 930 S PACA ST,100.0,2012,0.0,100.0,313.28,0858,031,21,0,0,20.0,R-9,,,,,
**REAR WS EVERETT ST 3 FT W OF EVERETT ST,1100.0,2012,0.0,1100.0,1236.85,7258,047,25,0,0,387.46,R-6,,,,,
**REAR WS S CONKLING ST REAR 300-10 S CONKLING ST,117533.0,2012,0.0,117533.0,7014.08,6313A,042,26,0,0,,B-2-2,,,,,
**REAR 20FT AL 1ST E OF N SMALLWOOD ST REAR 1721 OF,1100.0,2012,0.0,1100.0,317.79,2301,046H,15,0,0,380.0,R-6,,,,,
**REAR 500/46 S CHARLES ST UNIT P20,8000.0,2012,0.0,8000.0,5330.74,0868,101,22,0,0,202.0,R-8,,,,,
**S FROM STOCK YARD BRANCH B & P RR E OF WELLESLY ST,7800.0,2012,0.0,7800.0,577.36,2113,027,20,0,0,,M-1-2,,,,,
**S FROM STOCK YARD BRANCH B & P RR W OF OF LONGWOOD,7400.0,2012,0.0,7400.0,1251.38,2113,028,20,0,0,,M-1-2,,,,,
**S OF SS 10 FT ALLEY 1ST S OF WESTWOOD AV 129 FT S,3000.0,2012,0.0,3000.0,1162.69,2301,046B,15,0,0,721.5,R-6,,,,,
**SES ASHTON ST 238 FT E OF MILLINGTON AV,7000.0,2012,0.0,7000.0,347.08,2110,019,20,0,0,7961.25,R-8,,,,,
**SES GLENGYLE AVE SWC WILLIAMSON AVE,4000.0,2012,0.0,4000.0,357.48,4218E,001,27,0,0,4043.34,R-5,,,,,
**SES GRACELAND AV SEC DELBERT AV,4300.0,2012,0.0,4300.0,375.96,6732,037,26,0,0,708.33,R-3,,,,,
**SES IRREG. CT 1ST SE OF LEIGHTON AV 226-4 FT S OF,1800.0,2012,0.0,1800.0,1154.39,3262C,101,15,0,0,206.67,R-6,,,,,
**SES VINEWOOD PL 120 FT S OF OVERCREST AV,8600.0,2012,0.0,8600.0,572.64,8424B,012,28,0,0,4480.0,R-4,,,,,
**SES W LAFAYETTE AV NEC JORDAN ST,200.0,2012,200.0,0.0,313.28,0400,009,11,0,0,,R-6,313.28,0.0,313.28,,151.0
**SES 12 FT PRIVATE RD 1ST N OF BELAIR RD 176-9 FT N,13600.0,2012,0.0,13600.0,3760.3,5750,047,27,0,0,11385.56,R-5,,,,,
**SES 14 FT RD 1ST NW OF PROCTMAN AV 265 FT NE OF BO,100.0,2012,100.0,0.0,313.28,6200,024,26,0,0,9967.39,R-6,,,,,
**SES 15 & 19 FT ALLEY 1ST SE HOMEWOOD AV REAR 2229-,42000.0,2012,0.0,42000.0,3729.33,4021C,089,9,0,0,10450.0,M-1-2,,,,,
**SES 15 FT ALLEY 1ST E OF WABASH AV REAR 3423 WABAS,2000.0,2012,0.0,2000.0,1238.33,3112,102,15,0,0,678.5,R-6,,,,,
**SES 15 FT ALLEY 1ST E OF WABASH AV REAR 3429 WABAS,2000.0,2012,0.0,2000.0,339.01,3112,099,15,0,0,437.0,R-6,,,,,
**SES 15 FT ALLEY 1ST E OF WABASH AV REAR 3515 WABAS,2000.0,2012,0.0,2000.0,3383.43,3112,088,15,0,0,437.0,R-6,,,,,
**SES 15' ALLEY 1ST SE PARKLAWN AVE REAR 3527 PARKLA,2000.0,2012,0.0,2000.0,2048.02,4149K,063,8,0,0,2607.5,R-6,,,,,
**SES 20 FT ALLEY LST SE OF WOODHAVEN AV 77FT SW OF,900.0,2012,0.0,900.0,2237.53,2849,051,15,0,0,995.96,R-4,,,,,
**SES 20 FT ALLEY 1ST SE OF BELVEDERE AV REAR 3025-2,3900.0,2012,0.0,3900.0,1480.58,4586,050B,27,0,0,976.67,R-6,,,,,
**SES 20 FT ALLEY 1ST SE OF WOODHAVEN AV 702-8FT SW,1000.0,2012,0.0,1000.0,942.86,2849,110,15,0,0,1025.0,R-4,,,,,
**SES 20 FT DRIVEWAY 1ST SE OF PEN LUCY RD 90-4 FT S,100.0,2012,0.0,100.0,459.85,8102N,045,28,0,0,160.0,R-6,,,,,
**SS ADELLE TER 134-6 FT W OF ATHOL AV,400.0,2012,0.0,400.0,350.1,8125,001,28,0,0,499.0,R-5,350.1,0.0,350.1,,151.0
**SS ADELLE TER 360 FT W OF ATHOL AV,11200.0,2012,0.0,11200.0,323.28,8125,004,28,0,0,11229.17,R-5,,,,,
**SS ARBUTON AV 275 FT E OF NIEMAN AV,3700.0,2012,0.0,3700.0,313.28,7491,003,25,0,0,3750.0,R-4,313.28,0.0,313.28,,151.0
**SS ARBUTON AV 300 FT E OF NIEMAN AV,3700.0,2012,0.0,3700.0,313.28,7491,004,25,0,0,3750.0,R-4,313.28,0.0,313.28,,151.0
**SS ARBUTON AV 325 FT E OF NIEMAN AV,3700.0,2012,0.0,3700.0,313.28,7491,005,25,0,0,3750.0,R-4,313.28,0.0,313.28,,151.0
**SS ARBUTON AV 400 FT E OF NIEMAN AV,7400.0,2012,0.0,7400.0,313.28,7491,008,25,0,0,7500.0,R-4,313.28,0.0,313.28,,151.0
**SS ARUNAH AV SWC WARWICK AV,54300.0,2012,54300.0,0.0,313.28,2362,017,16,0,0,13585.0,R-6,2150.0,0.0,313.28,,60.0
**SS AYRES COURT 222-8 NW WINDYRIDGE,200.0,2012,0.0,200.0,353.44,5514A,004E,27,0,0,459.33,R-3,,,,,
**SS BALTIMORE AV 479-5FT E OF RALLS AV,30100.0,2012,0.0,30100.0,313.28,6992,027,26,0,0,5280.42,R-6,313.28,0.0,313.28,,151.0
**SS BEECHLAND AV 240 FT E OF MCCLEAN BLVD,1400.0,2012,0.0,1400.0,1295.74,5408C,023,27,0,0,5943.17,R-5,,,,,
**SS BESSEMER AV 44-5 FT E OF BROENING HWY,3400.0,2012,0.0,3400.0,1904.05,6812,012,26,0,0,1011.98,O-R-2,,,,,
**SS BRIGHTON ST 95 FT E OF SMALLWOOD ST,12000.0,2012,0.0,12000.0,336.01,2325,042,15,0,0,13140.0,R-6,,,,,
**SS BRISTOL AVE 103'-W-S HANOVER ST,900.0,2012,0.0,900.0,1190.22,7027I,003A,25,0,0,,B-3-2,,,,,
**SS CLENDENIN ST 87'6 E MCCULLOH ST,2700.0,2012,0.0,2700.0,344.66,3423,011B,13,0,0,468.33,B-3-3,345.0,0.0,344.66,CONSTRUCTION FINANCE COMPANY LLC,160.0
**SS CLIFTON AVE 147 FT W OF ROSEDALE ST,8800.0,2012,0.0,8800.0,2056.46,3015,004,15,0,0,8250.0,R-6,,,,,
**SS COURT ST 90 FT W OF HAMLIN AV,100.0,2012,0.0,100.0,1105.29,4536,034A,27,0,0,750.0,R-5,,,,,
**SS E LAKE AV SEC CHINQUAPIN PKWY,344200.0,2012,344200.0,0.0,377.78,5138A,001,27,0,0,66826.47,R-5,11000.0,0.0,377.78,,151.0
**SS E OLIVER ST 195 FT W OF HARFORD AV,0.0,2012,0.0,0.0,313.28,1146,052,9,0,0,,B-1-2,,,,,
**SS EAGER ST 183 FT W OF ENSOR ST,4500.0,2012,4500.0,0.0,882.38,1202,004A,10,0,0,,R-8,,,,,
**SS FLEET ST 100 FT E OF TOLNA ST,8400.0,2012,0.0,8400.0,346.4,6629C,041,26,0,0,1501.67,R-7,346.4,0.0,346.4,,151.0
**SS FOERSTER AV 387-10FT E OF HOLLINS FERRY RD,100.0,2012,100.0,0.0,313.28,7470,008,25,0,0,15625.0,R-7,,,,,
**SS HAZEL ST SEC FAIRHAVEN AV 0000,2900.0,2012,0.0,2900.0,2125.22,7223,009,25,0,0,3000.0,R-6,,,,,
**SS HERBERT ST 140 FT E OF ELLAMONT ST,1000.0,2012,0.0,1000.0,1206.37,3002,021,15,0,0,1680.0,B-2-2,,,,,
**SS LOCHLEA RD 263-11 FT W OF TANBARK DR,2000.0,2012,0.0,2000.0,1371.88,4652H,033,27,0,0,5261.67,R-1,,,,,
**SS OTTAWA AV 300 FT E OF GLOSTER AV,1900.0,2012,0.0,1900.0,381.22,7703,019,25,0,0,1970.0,R-4,,,,,
**SS RAILWAY AV 300 FT W OF LONG PL,11300.0,2012,0.0,11300.0,391.3,6749,020,26,0,0,1620.0,R-3,,,,,
**SS RIVERSIDE RD 100 FT E OF LEVIN RD,4600.0,2012,0.0,4600.0,474.95,7027D,017,25,0,0,3125.0,M-2-1,,,,,
**SS RIVERSIDE RD 25 FT E OF LEVIN RD,4600.0,2012,0.0,4600.0,474.95,7027D,014,25,0,0,3125.0,M-2-1,,,,,
**SS RIVERSIDE RD 50 FT E OF LEVIN RD,4600.0,2012,0.0,4600.0,474.95,7027D,015,25,0,0,3125.0,M-2-1,,,,,
**SS RIVERSIDE RD 75 FT E OF LEVIN RD,4600.0,2012,0.0,4600.0,474.95,7027D,016,25,0,0,3125.0,M-2-1,,,,,
**SS SASSAFRAS ST 110 FT WEST OF PENNINGTON AVE,89600.0,2012,0.0,89600.0,2704.69,7267,016,25,0,0,13500.0,R-7,2704.69,0.0,2704.69,,151.0
**SS SEVERN ST 254-10 FT W OF LAUREY ST,4000.0,2012,0.0,4000.0,390.54,7892,011,25,0,0,2000.0,M-3,,,,,
**SS SEVERN ST 274-10 FT W OF LAUREY ST,4000.0,2012,0.0,4000.0,390.54,7892,012,25,0,0,2000.0,M-3,,,,,
**SS SHIREY AV 334-4 FT W OF HARFORD RD,4100.0,2012,4100.0,0.0,313.28,5366,062,27,0,0,2076.07,R-4,,,,,
**SS SPRINGFIELD AV 239-1 FT W OF THE ALAMEDA,9800.0,2012,0.0,9800.0,1518.07,5204,008,27,0,0,4950.0,R-5,,,,,
**SS SPRINGFIELD AV 269-1 FT W OF THE ALAMEDA,9800.0,2012,0.0,9800.0,1518.07,5204,009,27,0,0,4950.0,R-5,,,,,
**SS WALKER AV 1404'8 E WEINDER AVE,1000.0,2012,0.0,1000.0,348.38,5137J,043,27,0,0,6624.0,R-5,,,,,
**SS WASHINGTON BLVD 155-2 FT W OF CASADEL AV,5900.0,2012,0.0,5900.0,1783.29,7834,003,25,0,0,5926.53,R-5,,,,,
**SS WASHINGTON BLVD 205-3 FT W OF CASADEL AV,5800.0,2012,0.0,5800.0,2895.69,7834,005,25,0,0,5809.67,R-5,,,,,
**SS WASHINGTON BLVD 255-4 FT W OF CASADEL AV,5600.0,2012,0.0,5600.0,2840.08,7834,007,25,0,0,5692.81,R-5,,,,,
**SS WASHINGTON BLVD 305-5 FT W OF CASADEL AV,12000.0,2012,0.0,12000.0,5042.08,7834,009,25,0,0,12088.75,R-5,,,,,
**SS WASHINGTON BLVD 400-5 FT SW OF CASADEL AV,8100.0,2012,0.0,8100.0,3712.99,7834,011,25,0,0,8212.01,R-5,,,,,
**SS WINSTON AVE 239'8 W YORK RD,11300.0,2012,0.0,11300.0,362.3,5053D,058,27,0,0,11340.0,R-5,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 108-6 FT E N EDGEWOO,300.0,2012,300.0,0.0,2125.67,2282,043,20,0,0,300.0,R-6,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 118-6 FT E N EDGEWOO,300.0,2012,300.0,0.0,313.28,2282,044,20,0,0,300.0,R-6,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 128-6 FT E N EDGEWOO,300.0,2012,300.0,0.0,313.28,2282,045,20,0,0,300.0,R-6,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 138-6 FT E N EDGEWOO,300.0,2012,300.0,0.0,313.28,2282,046,20,0,0,300.0,R-6,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 148-6FT E N EDGEWOOD,300.0,2012,300.0,0.0,313.28,2282,047,20,0,0,300.0,R-6,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 158-6 FT E N EDGEWOO,300.0,2012,300.0,0.0,313.28,2282,048,20,0,0,300.0,R-6,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 168-6 FT E N EDGEWOO,270.0,2012,270.0,0.0,313.28,2282,049,20,0,0,283.75,R-6,,,,,
**SS 10 FT AL 1ST S FRANKLIN ST 86-6 FT E N EDGEWOOD,660.0,2012,660.0,0.0,313.28,2282,042,20,0,0,660.0,R-6,,,,,
**SS 10 FT ALLEY 1ST N OF PRATT ST REAR 3508 E PRATT,700.0,2012,0.0,700.0,385.92,6289,066,26,0,0,397.5,R-8,,,,,
**SS 10 FT ALLEY 1ST S OF FAIRVIEW AV 3913 FAIRVIEW,800.0,2012,0.0,800.0,370.87,2752A,031,15,0,0,882.0,R-5,,,,,
**SS 10 FT ALLEY 1ST S OF NORTH AV REAR 1616 EARECKS,1000.0,2012,1000.0,0.0,313.28,1102,128,8,0,0,784.0,R-8,,,,,
**SS 10 FT ALLEY 1ST S OF WESTWOOD AV REAR OF 2401-1,25200.0,2012,0.0,25200.0,2818.53,2306A,050,15,0,0,5303.33,R-6,,,,,
**SS 10 FT ALLEY 2ND N OF LAFAYETTE AV REAR 1326 W L,1000.0,2012,0.0,1000.0,313.28,0077,080,16,0,0,420.0,R-8,,,,,
**SS 12 FT ALLEY 1ST S OF E COLD SPRING LA 46-1FT E,1600.0,2012,0.0,1600.0,362.28,5212A,050,27,0,0,336.54,R-6,,,,,
**SS 12 FT ALLEY 1ST S OF E COLD SPRING LA 56-4FT E,1700.0,2012,0.0,1700.0,378.79,5212A,051,27,0,0,379.25,R-6,,,,,
**SS 12 FT ALLEY 1ST S OF GLENMORE AV REAR 5917-19 E,13400.0,2012,0.0,13400.0,575.4,5680,019,27,0,0,10920.0,R-4,,,,,
**SS 15 FT ALLEY 1ST S OF BREHMS LA 193 FT E OF KENT,200.0,2012,0.0,200.0,2647.83,4179E,136,26,0,0,130.0,R-6,,,,,
**SS 15 FT ALLEY 1ST S OF CHURCH ST REAR 1209 CHURCH,300.0,2012,0.0,300.0,855.52,7165A,085,25,0,0,350.0,M-2-1,,,,,
**SS 15 FT ALLEY 1ST S OF CHURCH ST REAR 1225 CHURCH,300.0,2012,0.0,300.0,320.68,7165A,093,25,0,0,350.0,M-2-1,,,,,
**SS 15 FT ALLEY 1ST S OF FREDERICK AV 224-2 FT W OF,200.0,2012,0.0,200.0,900.91,8188,044,25,0,0,300.0,R-5,,,,,
**SS 15 FT ALLEY 1ST S OF FREDERICK AV 304-20000 W O,300.0,2012,0.0,300.0,942.01,8188,036,25,0,0,300.0,R-5,,,,,
**SS 15 FT ALLEY 1ST S OF NORTH AV REAR 1618-20 EARE,1000.0,2012,1000.0,0.0,313.28,1102,129,8,0,0,784.0,R-8,,,,,
**SS 15 FT ALLEY 1ST S OF NORTH AV REAR 1830-34 N BR,1000.0,2012,1000.0,0.0,313.28,1102,130,8,0,0,931.0,R-8,,,,,
**SS 15 FT ALLEY 1ST S OF NORTH AVE REAR 1801-1807 N,1000.0,2012,1000.0,0.0,313.28,1102,127,8,0,0,1568.0,R-8,,,,,
**SS 15 FT ALLEY 1ST S OF PONTIAC AV SWS EVERETT ST,2000.0,2012,0.0,2000.0,1608.54,7258,039,25,0,0,685.27,R-6,,,,,
**SS 15 FT ALLEY 1ST S OF RIGGS AV REAR 2305 RIGGS A,1700.0,2012,0.0,1700.0,1266.84,2352,070C,16,0,0,1743.0,R-6,,,,,
**SS 15 FT ALLEY 1ST S OF ROKEBY RD120-4 FT E OF SWA,700.0,2012,0.0,700.0,1076.56,7958,064,28,0,0,750.0,R-5,,,,,
**SS 15 FT ALLEY 1ST S OFEDGECOMBE CIRCLE SOUTH REAR,200.0,2012,0.0,200.0,1036.03,3350D,094,27,0,0,887.83,R-6,,,,,
**SS 15 FT ALLEY 1ST SOUTH OF EDGECOMBE CIRCLE S. RE,200.0,2012,0.0,200.0,351.48,3350D,112,27,0,0,837.67,R-6,,,,,
**SS 15' ALLEY 1ST S MULBERRY ST REAR 3927-35 W MULB,100.0,2012,100.0,0.0,313.28,2299A,035A,20,0,0,,R-6,,,,,
**SS 16 FT ALLEY 1ST S OF CHURCH ST REAR 1309 CHURCH,300.0,2012,0.0,300.0,385.22,7187,024,25,0,0,350.0,M-2-1,,,,,
**SS 17 FT ALLEY 1ST S OF PICKWICK RD 29 FT W OF HIL,100.0,2012,0.0,100.0,313.28,8393J,001C,28,0,0,230.0,R-4,,,,,
**SS 17 FT ALLEY 1ST S OF WESTWOOD AV REAR 3204 PRES,500.0,2012,0.0,500.0,1034.4,2438,036,15,0,0,253.0,R-6,,,,,
**SS 20 FT ALLEY 1ST S GWYNNS FALLS PKWY 278-9 FT E,2400.0,2012,0.0,2400.0,392.33,3043,085,15,0,0,354.44,R-6,,,,,
**SS 20 FT ALLEY 1ST S OF GWYNNS FALLS PKWY REAR 312,5700.0,2012,0.0,5700.0,22706.87,3041,033,15,0,0,400.0,R-6,,,,,
**SS 20 FT ALLEY 1ST S OF GWYNNS FALLS PKWY. REAR 31,5700.0,2012,0.0,5700.0,529.43,3041,036,15,0,0,400.0,R-6,,,,,
**SS 20 FT ALLEY 2ND S FAIRVIEW AV 161-10 FT E OF CH,500.0,2012,0.0,500.0,943.83,2754,027A,15,0,0,561.67,R-5,,,,,
**SS 20 FT ALLEY 2ND S OF FAIRVIEW AV 132 FT E OF CH,500.0,2012,0.0,500.0,1077.73,2754,027,15,0,0,581.67,R-5,,,,,
**SS 21 FT ALLEY 1ST S OF BIDDLE ST 176-8 FT E OF KE,1100.0,2012,0.0,1100.0,1499.76,1576,050,8,0,0,196.67,R-7,,,,,
**SS 21 FT ALLEY 1ST S OF BIDDLE ST 86 FT E OF KENWO,1100.0,2012,0.0,1100.0,1183.73,1576,041,8,0,0,209.78,R-7,,,,,
**SS 21 FT ALLEY 1ST 1ST S OF BIDDLE ST 106-8 FT E K,1100.0,2012,0.0,1100.0,1183.73,1576,043,8,0,0,196.67,R-7,,,,,
**SS 4 FT PATH 1ST S OF E BELVEDERE AV REAR OF 411 E,300.0,2012,0.0,300.0,476.23,5093B,073,27,0,0,398.33,R-5,,,,,
**SWC 30 FT ALLEY 1ST SW OF GOVANE AV REAR 5628-30 G,1400.0,2012,0.0,1400.0,447.37,5148A,059,27,0,0,740.0,R-6,,,,,
**SWS ARMSTRONG AV 325 FT S OF SPRING AV,2700.0,2012,0.0,2700.0,1310.53,4267,029,28,0,0,2750.0,R-4,,,,,
**SWS ARMSTRONG AV 350 FT S OF SPRING AV,2700.0,2012,0.0,2700.0,1310.53,4267,030,28,0,0,2750.0,R-4,,,,,
**SWS ARMSTRONG AV 375 FT S OF SPRING AV,2700.0,2012,0.0,2700.0,1310.53,4267,031,28,0,0,2750.0,R-4,,,,,
**SWS ARMSTRONG AV 400 FT S OF SPRING AV,2700.0,2012,0.0,2700.0,1310.53,4267,032,28,0,0,2750.0,R-4,,,,,
**SWS CHESMONT AV 175 FT SE OF PLAINFIELD AV,14400.0,2012,0.0,14400.0,353.28,5953E,015,26,0,0,12900.0,R-4,,,,,
**SWS CLIFTON AV SEC TALBOT ST,4000.0,2012,0.0,4000.0,1643.67,8421,015,28,0,0,2000.0,R-4,,,,,
**SWS CLIFTON AV 100 FT NW OF TALBOT ST,4000.0,2012,0.0,4000.0,1643.67,8420,003,28,0,0,2000.0,R-4,,,,,
**SWS CLIFTON AV 120 FT NW OF TALBOT ST,4000.0,2012,0.0,4000.0,1643.67,8420,004,28,0,0,2000.0,R-4,,,,,
**SWS CLIFTON AV 491-9 FT W OF FOREST PARK AV,4000.0,2012,0.0,4000.0,1643.67,8421,014,28,0,0,2000.0,R-4,,,,,
**SWS CORDELIA AV 145 FT NW OF HAYWARD AV,4400.0,2012,0.0,4400.0,322.0,4511B,022,27,0,0,3000.0,R-6,,,,,
**SWS E 29TH ST 200-8 FT E OF GREENMOUNT AV,1000.0,2012,0.0,1000.0,412.28,4072,024,9,0,0,1380.62,R-8,,,,,
**SWS ERDMAN AVE 248-8 FT NW OF HARFORD RD,2100.0,2012,0.0,2100.0,313.28,3943,009,9,0,0,4220.0,R-1,,,,,
**SWS GARRETT ST 224 FT SE OF 6TH ST,300.0,2012,0.0,300.0,1012.8,7094,031,25,0,0,375.0,R-6,,,,,
**SWS GARRETT ST 299-1 FT SE OF 6TH ST,300.0,2012,0.0,300.0,363.2,7094,036,25,0,0,375.0,R-6,,,,,
**SWS HUTTON AV 120 FT SE OF TALBOT ST,4000.0,2012,0.0,4000.0,1643.67,8415,071,28,0,0,2000.0,R-4,,,,,
**SWS HUTTON AV 140 FT SE OF TALBOT ST,4000.0,2012,0.0,4000.0,1643.67,8415,072,28,0,0,2000.0,R-4,,,,,
**SWS KEY HWY 89-6 FT SE OF ANCHOR ST,18660.0,2012,18660.0,0.0,759.18,1927A,032,24,0,0,1559.06,R-8,,,,,
**SWS LOCHLEA RD 187-6 FT W OF TANBARK DR,1700.0,2012,0.0,1700.0,1253.27,4652H,035,27,0,0,3815.33,R-1,,,,,
**SWS MARY AV 274-11 FT SE WALTHER AV,5300.0,2012,0.0,5300.0,1855.76,5689,031,27,0,0,5400.0,R-4,,,,,
**SWS MONTEBELLO TER 219-5 FT N COLLEGE AV,10600.0,2012,0.0,10600.0,605.0,5326,020,27,0,0,5620.83,R-3,605.0,0.0,605.0,,151.0
**SWS OVERCREST AV 60 FT SE OF MARYLAND PL,2000.0,2012,0.0,2000.0,1782.42,8424A,005,28,0,0,1000.0,R-4,,,,,
**SWS PINEWOOD AV 1024-8 FT E OF OLD HARFORD RD,3200.0,2012,0.0,3200.0,1709.31,5493,021A,27,0,0,3250.0,R-3,,,,,
**SWS REISTERSTOWN RD 203-2 FT NW OF SHIRLEY AV,13000.0,2012,0.0,13000.0,2034.35,3176A,015,15,0,0,1725.0,R-6,,,,,
**SWS SILVER HILL AV 125 FT SE OF NORWOOD AV,2500.0,2012,0.0,2500.0,998.74,8340,003A,28,0,0,1250.0,R-3,,,,,
**SWS STANWOOD AV 80 FT SE OF BELAIR RD,25300.0,2012,0.0,25300.0,992.32,5934,004A,26,0,0,4600.0,R-4,,,,,
**SWS WHITE AV 478-7 FT NW OF BELAIR RD,17400.0,2012,0.0,17400.0,8076.71,5750,023A,27,0,0,,R-5,,,,,
**SWS 10 FT ALLEY 1ST SW OF ERDMAN AV 2821-23 ERDMAN,2353.0,2012,0.0,2353.0,544.8,4190,048,8,0,0,792.52,R-7,,,,,
**SWS 13 FT ALLEY 1ST W OF YORK RD 117-10000 N OF TU,200.0,2012,0.0,200.0,877.86,5014D,003,27,0,0,,R-4,,,,,
**SWS 15' ALLEY 1ST SW PELHAM AVE REAR 2737/39 PELHA,1100.0,2012,0.0,1100.0,313.92,4149K,059A,8,0,0,1207.5,R-6,,,,,
**SWS 16 FT ALLEY 1ST SW OF WICKLOW RD REAR 1016 WIC,500.0,2012,0.0,500.0,823.76,2527,252,28,0,0,508.5,R-5,,,,,
**SWS 20 FT DRWY 1ST SW OF HILLVALE RD 110 HILLVALE,200.0,2012,0.0,200.0,344.08,8102N,059,28,0,0,239.91,R-6,,,,,
**SWS 20 FT DRWY 2ND SW OF W FOREST PARK AV 115FT SE,1000.0,2012,0.0,1000.0,330.21,3262C,095,15,0,0,200.0,R-6,,,,,
**SWS 22-9 FT ALLEY 1ST SW OF WOODHOME AV 137 FT SE,200.0,2012,0.0,200.0,341.68,5551,070,27,0,0,200.0,R-1,,,,,
**SWS 22-9 FT ALLEY 1ST SW OF WOODHOME AV 157 FT SE,200.0,2012,0.0,200.0,341.68,5551,072,27,0,0,200.0,R-1,,,,,
